CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
ARARAQUARA                              ,2019-03-06,Consumado,,Difamação (art. 139),CASA,,49,CAMAREIRO(A)                  ,1 Grau completo                         
ARARAQUARA                              ,2019-03-06,Consumado,,Injúria (art. 140),CASA,,49,CAMAREIRO(A)                  ,1 Grau completo                         
BEBEDOURO                               ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,41,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
BEBEDOURO                               ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,41,DESEMPREGADO(A)               ,1 Grau incompleto                       
S.CARLOS                                ,2019-03-06,Consumado,,Lesão corporal (art 129 § 9º),APARTAMENTO,UNIAO ESTAVEL                           ,23,VENDEDOR(A)                   ,
SERRA AZUL                              ,2019-03-06,Consumado,,Lesão corporal (art. 129),PRAÇA-OUTROS,,17,ESTUDANTE                     ,
SERRA AZUL                              ,2019-03-06,Consumado,,Ameaça (art. 147),PRAÇA-OUTROS,,17,ESTUDANTE                     ,
SERRA AZUL                              ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,41,EMPRESARIO(A)                 ,
IBATE                                   ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,31,NAO INFORMADA                 ,
IPUA                                    ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,ENVOLVIMENTO AMOROSO                    ,18,ESTUDANTE                     ,
PORTO FERREIRA                          ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,29,ATENDENTE                     ,1 Grau completo                         
PORTO FERREIRA                          ,2019-03-06,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,40,MANICURE                      ,
JARDINOPOLIS                            ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,26,PRENDAS DOMESTICAS            ,2 Grau completo                         
BORBOREMA                               ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,22,ESTUDANTE                     ,Superior incompleto                     
ARARAQUARA                              ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,28,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
PORTO FERREIRA                          ,2019-03-06,Consumado,,Lesão corporal (art. 129),CASA,,41,,
JARDINOPOLIS                            ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,26,PRENDAS DOMESTICAS            ,2 Grau completo                         
JARDINOPOLIS                            ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,31,PRENDAS DOMESTICAS            ,2 Grau completo                         
JARDINOPOLIS                            ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,31,PRENDAS DOMESTICAS            ,2 Grau completo                         
IBITINGA                                ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,29,AUXILIAR DE PRODUCAO          ,2 Grau incompleto                       
IBITINGA                                ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,CASAMENTO                               ,29,AUXILIAR DE PRODUCAO          ,2 Grau incompleto                       
CANDIDO RODRIGUES                       ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CLUBE/CENTRO ESPORTIVO-OUTROS,PARENTESCO                              ,31,,2 Grau completo                         
PORTO FERREIRA                          ,2019-03-06,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,20,ESTUDANTE                     ,
PORTO FERREIRA                          ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,CASAMENTO                               ,39,OPERADOR(A)                   ,
PORTO FERREIRA                          ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,17,ESTUDANTE                     ,
PORTO FERREIRA                          ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,39,OPERADOR(A)                   ,
PORTO FERREIRA                          ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,17,ESTUDANTE                     ,
PORTO FERREIRA                          ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,CASAMENTO                               ,39,OPERADOR(A)                   ,
BARRETOS                                ,2019-03-06,Consumado,,Injúria (art. 140),CASA,,64,PENSIONISTA                   ,2 Grau completo                         
GUARA                                   ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,29,PRENDAS DOMESTICAS            ,1 Grau completo                         
TAIUVA                                  ,2019-03-06,Consumado,,A.I.-Lesão corporal (art. 129),OUTROS,,23,PRENDAS DOMESTICAS            ,
ARARAQUARA                              ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,45,,1 Grau incompleto                       
PEDREGULHO                              ,2019-03-06,Consumado,,Injúria (art. 140),VIA PÚBLICA,,22,COMERCIANTE                   ,Superior completo                       
SERRANA                                 ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,17,,1 Grau completo                         
IGARAPAVA                               ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA,UNIAO ESTAVEL                           ,32,DESEMPREGADO                  ,
IGARAPAVA                               ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,UNIAO ESTAVEL                           ,32,DESEMPREGADO                  ,
PIRANGI                                 ,2019-03-06,Consumado,,Injúria (art. 140),VIA PÚBLICA,,47,,
PEDREGULHO                              ,2019-03-06,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,51,COMERCIANTE                   ,2 Grau completo                         
FRANCA                                  ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,19,ESTUDANTE                     ,
BARRETOS                                ,2019-03-06,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,41,BALCONISTA                    ,
BARRETOS                                ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,35,AUXILIAR DE FARMACIA          ,2 Grau completo                         
BARRETOS                                ,2019-03-06,Consumado,,Injúria (art. 140),VIA PÚBLICA,,46,PRENDAS DOMESTICAS            ,1 Grau completo                         
BARRETOS                                ,2019-03-06,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,46,PRENDAS DOMESTICAS            ,1 Grau completo                         
BARRETOS                                ,2019-03-06,Consumado,,Injúria (art. 140),CASA,,54,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
BARRETOS                                ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,54,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
PIRANGI                                 ,2019-03-06,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,47,,
PITANGUEIRAS                            ,2019-03-06,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,19,ESTUDANTE                     ,
PONTAL                                  ,2019-03-06,Consumado,,Ameaça (art. 147),OUTROS,,40,COMERCIANTE                   ,2 Grau completo                         
PONTAL                                  ,2019-03-06,Consumado,,Lesão corporal (art. 129),OUTROS,,40,COMERCIANTE                   ,2 Grau completo                         
PONTAL                                  ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,26,,
RIBEIRAO BONITO                         ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA-COZINHA,UNIAO ESTAVEL                           ,25,ESTUDANTE                     ,Superior incompleto                     
PITANGUEIRAS                            ,2019-03-06,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,16,ESTUDANTE                     ,
GUATAPARA                               ,2019-03-06,Consumado,,Dano (art. 163),CASA,,56,,1 Grau incompleto                       
GUATAPARA                               ,2019-03-06,Consumado,,Art. 216A - Assedio Sexual,VIA PÚBLICA,,15,ESTUDANTE                     ,
S.CARLOS                                ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,26,VENDEDOR(A)                   ,2 Grau incompleto                       
S.CARLOS                                ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,UNIAO ESTAVEL                           ,26,VENDEDOR(A)                   ,2 Grau incompleto                       
VIRADOURO                               ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,NENHUMA RELACAO                         ,47,FUNCION.PUBLICO MUNICIPAL     ,2 Grau incompleto                       
FRANCA                                  ,2019-03-06,Consumado,,Injúria (art. 140),VIA PÚBLICA,,64,APOSENTADO(A)                 ,
PIRANGI                                 ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),OUTROS,UNIAO ESTAVEL                           ,17,NAO INFORMADA                 ,
FRANCA                                  ,2019-03-06,Consumado,,Ameaça (art. 147),CASA,,48,SAPATEIRO(A)                  ,2 Grau completo                         
MATAO                                   ,2019-03-06,Tentado,,Art. 215A - Importunação Sexual,VIA PÚBLICA,,23,PRENDAS DOMESTICAS            ,2 Grau completo                         
ARARAQUARA                              ,2019-03-06,Consumado,,Dano (art. 163),CASA,,87,PENSIONISTA                   ,
ALTAIR                                  ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,26,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
IGARAPAVA                               ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),IGREJA,CASAMENTO                               ,43,DESEMPREGADO                  ,
MATAO                                   ,2019-03-06,Consumado,,Injúria (art. 140),CASA,,23,AUXILIAR DE SERVIÇOS GERAIS   ,1 Grau completo                         
MATAO                                   ,2019-03-06,Tentado,,Art. 215A - Importunação Sexual,VIA PÚBLICA,,20,PRENDAS DOMESTICAS            ,2 Grau completo                         
AMERICO BRASILIENSE                     ,2019-03-06,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,46,OPERADOR(A)                   ,
MATAO                                   ,2019-03-06,Consumado,,Estupro de vulneravel (art.217-A),CASA,,9,ESTUDANTE                     ,1 Grau incompleto                       
NOVA EUROPA                             ,2019-03-06,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,41,INSPETOR(A)                   ,2 Grau completo                         
NOVA EUROPA                             ,2019-03-06,Consumado,,A.I.-Lesão corporal (art. 129),ENSINO MÉDIO,,15,ESTUDANTE                     ,
IGARAPAVA                               ,2019-03-06,Consumado,,Violação de domicílio (art. 150),CASA,,54,PROFESSOR(A)                  ,Superior completo                       
S.CARLOS                                ,2019-03-07,Consumado,,Difamação (art. 139),CASA,,46,COZINHEIRO(A)                 ,
PORTO FERREIRA                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,17,,1 Grau completo                         
ITAPOLIS                                ,2019-03-07,Consumado,,"Divulgação de cena de estupro e imagens de nudez, sexo ou pornografia(Art.218-C)",CASA,,31,PEDAGOGO(A)                   ,1 Grau completo                         
PORTO FERREIRA                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,53,PRENDAS DOMESTICAS            ,
BRODOWSKI                               ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,45,EMPREGADO DOMESTICO           ,
BRODOWSKI                               ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,45,EMPREGADO DOMESTICO           ,
PORTO FERREIRA                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,53,PRENDAS DOMESTICAS            ,
PITANGUEIRAS                            ,2019-03-07,Consumado,,Dano (art. 163),SALÃO DE BELEZA/ESTÉTICA,,49,ESTETICISTA                   ,2 Grau completo                         
S.LUCIA                                 ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,42,PRENDAS DOMESTICAS            ,1 Grau completo                         
PITANGUEIRAS                            ,2019-03-07,Consumado,,"Caput - Aliciar, assediar, instigar ou constranger (Art.241D)",CASA,,10,ESTUDANTE                     ,1 Grau incompleto                       
BRODOWSKI                               ,2019-03-07,Consumado,,Estupro de vulneravel (art.217-A),CLUBE/CENTRO ESPORTIVO-GINÁSIO,,12,ESTUDANTE                     ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-07,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,30,DESEMPREGADO                  ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-07,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,30,DESEMPREGADO                  ,2 Grau completo                         
NUPORANGA                               ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,40,COZINHEIRO(A)                 ,
RIBEIRAO PRETO                          ,2019-03-07,Consumado,,Injúria (art. 140),CASA,,52,PRENDAS DOMESTICAS            ,1 Grau completo                         
ITUVERAVA                               ,2019-03-07,Consumado,,Injúria (art. 140),CASA,,30,FAXINEIRO(A)                  ,1 Grau incompleto                       
BEBEDOURO                               ,2019-03-07,Consumado,,Lesão corporal (art. 129),CASA,,20,ESTUDANTE                     ,Superior incompleto                     
BEBEDOURO                               ,2019-03-07,Consumado,,Injúria (art. 140),VIA PÚBLICA,,41,PRENDAS DOMESTICAS            ,1 Grau completo                         
BEBEDOURO                               ,2019-03-07,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,41,PRENDAS DOMESTICAS            ,1 Grau completo                         
MONTE ALTO                              ,2019-03-07,Tentado,VIOLÊNCIA DOMESTICA,Homicídio simples (art. 121),OUTROS,CASAMENTO                               ,23,,2 Grau completo                         
GUATAPARA                               ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,46,,
RIBEIRAO PRETO                          ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,68,APOSENTADO(A)                 ,1 Grau completo                         
S.SIMAO                                 ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),BOUTIQUES,ENVOLVIMENTO AMOROSO                    ,30,OPERADOR DE CAIXA             ,2 Grau completo                         
BRODOWSKI                               ,2019-03-07,Consumado,,Ameaça (art. 147),PRAÇA-OUTROS,,56,FUNCION.PUBLICO MUNICIPAL     ,1 Grau incompleto                       
FERNANDO PRESTES                        ,2019-03-07,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,32,PRENDAS DOMESTICAS            ,2 Grau completo                         
ARARAQUARA                              ,2019-03-07,Consumado,,Dano (art. 163),CASA,,40,NAO INFORMADA                 ,
FERNANDO PRESTES                        ,2019-03-07,Consumado,,Injúria (art. 140),CASA,,38,MANICURE                      ,1 Grau incompleto                       
OLIMPIA                                 ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,CASAMENTO                               ,65,DESEMPREGADO(A)               ,
BEBEDOURO                               ,2019-03-07,Consumado,,Ameaça (art. 147),LOJA DE ROUPAS,,21,VENDEDOR(A)                   ,2 Grau incompleto                       
BEBEDOURO                               ,2019-03-07,Consumado,,Violação de domicílio (art. 150),CASA,,3,,
BEBEDOURO                               ,2019-03-07,Consumado,,Violação de domicílio (art. 150),CASA,,66,PENSIONISTA                   ,
JABOTICABAL                             ,2019-03-07,Consumado,,Ameaça (art. 147),OUTROS,,24,BALCONISTA                    ,2 Grau completo                         
MORRO AGUDO                             ,2019-03-07,Consumado,,Injúria (art. 140),HOSPITAL-RECEPÇÃO,,22,RECEPCIONISTA                 ,2 Grau completo                         
S.CARLOS                                ,2019-03-07,Consumado,,Injúria (art. 140),CASA,,60,APOSENTADO(A)                 ,2 Grau completo                         
BARRINHA                                ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,19,ESTUDANTE                     ,2 Grau incompleto                       
MORRO AGUDO                             ,2019-03-07,Consumado,,Lesão corporal (art. 129),HOSPITAL-RECEPÇÃO,,22,RECEPCIONISTA                 ,2 Grau completo                         
S.CARLOS                                ,2019-03-07,Consumado,,Calúnia (art. 138),CASA,,46,COZINHEIRO(A)                 ,
MIGUELOPOLIS                            ,2019-03-07,Consumado,,Ameaça (art. 147),HOSPITAL-QUARTO/APARTAMENTO,,47,COMERCIANTE                   ,2 Grau completo                         
NOVA EUROPA                             ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,70,APOSENTADO(A)                 ,
ARARAQUARA                              ,2019-03-07,Consumado,,Violação de domicílio (art. 150),CASA,,40,NAO INFORMADA                 ,
BARRETOS                                ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),BAR/BOTEQUIM-BALCÃO/ATENDIMENTO,ENVOLVIMENTO AMOROSO                    ,36,AJUDANTE                      ,1 Grau incompleto                       
BARRETOS                                ,2019-03-07,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,54,AUXILIAR DE LIMPEZA           ,2 Grau completo                         
ITAPOLIS                                ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,33,LAVRADOR(A)                   ,2 Grau completo                         
BARRETOS                                ,2019-03-07,Consumado,,Injúria (art. 140),VIA PÚBLICA,,54,AUXILIAR DE LIMPEZA           ,2 Grau completo                         
ITAPOLIS                                ,2019-03-07,Consumado,,Lesão corporal (art. 129),CASA,,25,LAVRADOR(A)                   ,
ITAPOLIS                                ,2019-03-07,Consumado,,Lesão corporal (art. 129),CASA,,20,AUTONOMO(A)                   ,2 Grau incompleto                       
SALES OLIVEIRA                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,39,COMERCIANTE                   ,
ITAPOLIS                                ,2019-03-07,Consumado,,Dano (art. 163),CASA,,20,AUTONOMO(A)                   ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-07,Consumado,,Violação de domicílio (art. 150),CASA,,68,APOSENTADO(A)                 ,1 Grau completo                         
FERNANDO PRESTES                        ,2019-03-07,Consumado,,Difamação (art. 139),CASA,,38,MANICURE                      ,1 Grau incompleto                       
PONTAL                                  ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CONHECIDO                               ,35,NAO INFORMADA                 ,
PONTAL                                  ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,25,AGENTE DE SEGURANCA           ,
S.LUCIA                                 ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,42,PRENDAS DOMESTICAS            ,1 Grau completo                         
S.JOSE DA BELA VISTA                    ,2019-03-07,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,42,FUNCION.PUBLICO MUNICIPAL     ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-07,Consumado,,Lesão corporal (art. 129),CASA,,13,ESTUDANTE                     ,1 Grau incompleto                       
S.SIMAO                                 ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),BOUTIQUES,ENVOLVIMENTO AMOROSO                    ,30,OPERADOR DE CAIXA             ,2 Grau completo                         
AMERICO BRASILIENSE                     ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,37,NAO INFORMADA                 ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,35,,
MATAO                                   ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,35,PRENDAS DOMESTICAS            ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,UNIAO ESTAVEL                           ,23,ATENDENTE                     ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,CASAMENTO                               ,32,VIGILANTE                     ,1 Grau completo                         
ARARAQUARA                              ,2019-03-07,Consumado,,Injúria (art. 140),ENSINO SUPERIOR,,32,PROFESSOR(A)                  ,Superior completo                       
ARARAQUARA                              ,2019-03-07,Consumado,,Injúria (art. 140),CASA-GARAGEM,,32,NAO INFORMADA                 ,Superior completo                       
ITUVERAVA                               ,2019-03-07,Consumado,,Maus-tratos (art. 136),OUTROS,,0,,
ITUVERAVA                               ,2019-03-07,Consumado,,Maus-tratos (art. 136),OUTROS,,12,ESTUDANTE                     ,
MONTE ALTO                              ,2019-03-07,Consumado,,A.I.-Injúria (art. 140),OUTROS-COZINHA,,59,FUNCION.PUBLICO MUNICIPAL     ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,CASAMENTO                               ,39,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
ITUVERAVA                               ,2019-03-07,Consumado,,Estupro de vulneravel (art.217-A),CASA,,15,ESTUDANTE                     ,
MONTE ALTO                              ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,25,DESEMPREGADO(A)               ,2 Grau incompleto                       
S.ROSA DE VITERBO                       ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,24,ESTUDANTE                     ,
MONTE ALTO                              ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,46,FAXINEIRO(A)                  ,1 Grau incompleto                       
ARARAQUARA                              ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,PARENTESCO                              ,40,COLETOR                       ,1 Grau completo                         
IBITINGA                                ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,27,DESEMPREGADO(A)               ,2 Grau completo                         
IBITINGA                                ,2019-03-07,Consumado,,Injúria (art. 140),CASA,,27,DESEMPREGADO(A)               ,2 Grau completo                         
IBITINGA                                ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CONHECIDO                               ,51,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
IBITINGA                                ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,50,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
BARRETOS                                ,2019-03-07,Consumado,,Dano (art. 163),VIA PÚBLICA,,41,TECNICO EM ENFERMAGEM         ,Superior completo                       
MONTE ALTO                              ,2019-03-07,Consumado,,A.I.-Ameaça (art. 147),OUTROS-COZINHA,,59,FUNCION.PUBLICO MUNICIPAL     ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,68,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,CASAMENTO                               ,37,PSICOLOGO(A)                  ,Superior completo                       
RIBEIRAO PRETO                          ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,CASAMENTO                               ,37,PSICOLOGO(A)                  ,Superior completo                       
BATATAIS                                ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,39,,
BATATAIS                                ,2019-03-07,Consumado,,Dano (art. 163),CASA,,52,,
BATATAIS                                ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,52,,
BATATAIS                                ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,36,,
FRANCA                                  ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,24,PRENDAS DOMESTICAS            ,
GUAIRA                                  ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,36,PROFESSOR(A)                  ,
RIBEIRAO BONITO                         ,2019-03-07,Consumado,,Difamação (art. 139),CAMARA DE VEREADORES,,67,ADVOGADO(A)                   ,Superior completo                       
FRANCA                                  ,2019-03-07,Consumado,,Injúria (art. 140),CASA,,50,AUXILIAR OPERACIONAL          ,2 Grau completo                         
FRANCA                                  ,2019-03-07,Consumado,,Injúria (art. 140),APARTAMENTO,,23,,
FRANCA                                  ,2019-03-07,Consumado,,Ameaça (art. 147),APARTAMENTO,,23,,
DESCALVADO                              ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,46,,
FRANCA                                  ,2019-03-07,Consumado,,A.I.-Lesão corporal (art. 129),CASA,,64,,
FRANCA                                  ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,64,,
ARARAQUARA                              ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,28,AUXILIAR DE DENTISTA          ,2 Grau completo                         
ARARAQUARA                              ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,28,AUXILIAR DE DENTISTA          ,2 Grau completo                         
FRANCA                                  ,2019-03-07,Consumado,,Injúria (art. 140),VIA PÚBLICA,,38,,
FRANCA                                  ,2019-03-07,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,38,,
FRANCA                                  ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,46,,
FRANCA                                  ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,24,ESTUDANTE                     ,
FRANCA                                  ,2019-03-07,Consumado,,Injúria (art. 140),CASA,,54,NAO INFORMADA                 ,
FRANCA                                  ,2019-03-07,Consumado,,Ameaça (art. 147),CASA,,54,NAO INFORMADA                 ,
AMERICO BRASILIENSE                     ,2019-03-07,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,60,FUNCION.PUBLICO MUNICIPAL     ,
AMERICO BRASILIENSE                     ,2019-03-07,Consumado,,Injúria (art. 140),VIA PÚBLICA,,60,FUNCION.PUBLICO MUNICIPAL     ,
AMERICO BRASILIENSE                     ,2019-03-07,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,NENHUMA RELACAO                         ,27,BALCONISTA                    ,2 Grau completo                         
